ID;Municipios;Poblacion;Densidad Comercial;Renta Por Hogar
46137;Granja de la Costera, la;280;0; 26’200 € 
46138;Guadasséquies;460;0; 29’450 € 
46139;Guadassuar;5’940;64.8; 30’900 € 
46140;Guardamar de la Safor;550;0; 31’850 € 
46141;Higueruelas;520;286; 26’100 € 
46142;Jalance;790;88.1; 26’400 € 
46143;Xeraco;5’770;641.1; 27’100 € 
46144;Jarafuel;770;0; 25’150 € 
46145;Xàtiva;29’460;508.9; 29’500 € 
46146;Xeresa;2’260;62.1; 30’100 € 
46147;Llíria;23’650;260.4; 28’600 € 
46148;Loriguilla;2’030;49.3; 32’250 € 
46149;Losa del Obispo;530;0; 24’000 € 
46150;Llutxent;2’310;216; 27’600 € 
46151;Llocnou d'En Fenollet;910;0; 26’850 € 
46152;Llocnou de la Corona;120;0; 27’150 € 
46153;Llocnou de Sant Jeroni;560;0; 27’850 € 
46154;Llanera de Ranes;1’060;0; 24’550 € 
46155;Llaurí;1’170;128.3; 23’500 € 
46156;Llombai;2’650;91.7; 28’400 € 
46157;Llosa de Ranes, la;3’690;49.4; 26’900 € 
46158;Macastre;1’340;0; 25’700 € 
46159;Manises;31’290;175.4; 28’050 € 
46160;Manuel;2’450;142.7; 27’050 € 
46161;Marines;1’890;0; 29’200 € 
46162;Massalavés;1’630;0; 23’850 € 
46163;Massalfassar;2’570;33; 34’100 € 
46164;Massamagrell;16’130;229.6; 29’600 € 
46165;Massanassa;9’840;448.2; 31’300 € 
46166;Meliana;10’930;150.1; 30’850 € 
46167;Millares;340;0; 22’800 € 
46168;Miramar;2’740;593.8; 27’550 € 
46169;Mislata;44’320;285.4; 29’100 € 
46170;Mogente/Moixent;4’330;691.2; 25’450 € 
46171;Moncada;21’890;241; 30’750 € 
46172;Montserrat;8’660;478; 28’450 € 
46173;Montaverner;1’630;110.4; 28’300 € 
46174;Montesa;1’150;226.3; 26’650 € 
46175;Montitxelvo/Montichelvo;590;136.1; 28’200 € 
46176;Montroi/Montroy;3’070;120.6; 24’300 € 
46177;Museros;6’600;887.8; 30’700 € 
46178;Náquera;7’300;234.8; 29’200 € 
46179;Navarrés;3’000;615.8; 25’400 € 
46180;Novelé/Novetlè;850;0; 30’800 € 
46181;Oliva;25’120;365.7; 26’800 € 
46182;Olocau;2’030;0; 28’500 € 
46183;Olleria, l';8’400;475.6; 27’200 € 
46184;Ontinyent;35’950;446.7; 27’150 € 
46185;Otos;430;140.2; 25’550 € 
46186;Paiporta;26’400;230.4; 29’250 € 
46187;Palma de Gandía;1’690;225.3; 25’750 € 
46188;Palmera;1’020;0; 29’250 € 
46189;Palomar, el;560;0; 25’700 € 
46190;Paterna;71’370;321.5; 31’500 € 
46191;Pedralba;2’850;175.4; 23’200 € 
46192;Petrés;1’010;0; 29’350 € 
46193;Picanya;11’690;318.5; 35’350 € 
46194;Picassent;21’480;311.7; 30’150 € 
46195;Piles;2’740;197; 26’200 € 
46196;Pinet;160;0; 26’750 € 
46197;Polinyà de Xúquer;2’500;100.2; 27’000 € 
46198;Potries;1’060;0; 28’150 € 
46199;Pobla de Farnals, la;8’200;193.2; 30’750 € 
46200;Pobla del Duc, la;2’480;223.5; 26’900 € 
46202;Pobla de Vallbona, la;25’380;434.2; 32’500 € 
46203;Pobla Llarga, la;4’440;85.6; 28’100 € 
46204;Puig de Santa Maria, el;8’740;254.8; 34’850 € 
46205;Puçol;19’970;288.7; 35’950 € 
46206;Quesa;670;179.4; 22’600 € 
46207;Rafelbunyol;9’350;394.4; 31’900 € 
46208;Rafelcofer;1’360;998.5; 29’500 € 
46209;Rafelguaraf;2’360;78.5; 27’700 € 
46210;Ráfol de Salem;450;178.2; 24’250 € 
46211;Real de Gandía;2’550;115.6; 28’950 € 
46212;Real;2’250;0; 25’300 € 
46213;Requena;20’240;225.8; 27’550 € 
46214;Riba-roja de Túria;22’790;316.9; 34’350 € 
46215;Riola;1’780;0; 26’100 € 
46216;Rocafort;7’440;80.4; 54’900 € 
46217;Rotglà i Corberà;1’150;0; 27’350 € 
46218;Rótova;1’270;59.8; 27’750 € 
46219;Rugat;180;0; 23’800 € 
46220;Sagunto/Sagunt;67’040;410.6; 29’350 € 
46221;Salem;410;0; 28’350 € 
46222;Sant Joanet;520;3396.9; 29’900 € 
46223;Sedaví;10’350;156.6; 29’450 € 
46224;Segart;180;0; 30’150 € 
46225;Sellent;380;0; 24’250 € 
46227;Senyera;1’130;0; 28’700 € 
46228;Serra;3’330;45.1; 29’900 € 
46229;Siete Aguas;1’180;240.9; 24’750 € 
46230;Silla;19’210;364.2; 29’400 € 
46231;Simat de la Valldigna;3’290;174.1; 28’100 € 
46232;Sinarcas;1’110;315.6; 24’850 € 
46233;Sollana;4’910;295.9; 29’150 € 
46234;Sot de Chera;390;0; 22’550 € 
46235;Sueca;27’620;265.4; 28’650 € 
46236;Sumacàrcer;1’070;65.3; 25’900 € 
46237;Tavernes Blanques;9’210;223.7; 28’700 € 
46238;Tavernes de la Valldigna;17’160;211.4; 30’050 € 
46239;Teresa de Cofrentes;620;0; 19’400 € 
46240;Terrateig;280;0; 30’300 € 
46241;Titaguas;470;0; 24’450 € 
46242;Torrebaja;400;0; 26’450 € 
46243;Torrella;140;0; 22’900 € 
46244;Torrent;84’030;268.2; 30’300 € 
46245;Torres Torres;670;0; 31’300 € 
46246;Tous;1’280;0; 30’600 € 
46247;Tuéjar;1’160;189; 23’850 € 
46248;Turís;6’910;207; 27’050 € 
46249;Utiel;11’480;300.4; 26’050 € 
46250;Valencia;789’750;325.1; 34’350 € 
46251;Vallada;3’090;616.1; 27’700 € 
46252;Vallanca;140;0; 20’700 € 
46253;Vallés;150;0; 23’650 € 
46254;Venta del Moro;1’190;251.3; 18’850 € 
46255;Vilallonga/Villalonga;4’450;258.6; 27’800 € 
46256;Vilamarxant;10’100;269.8; 26’300 € 
46257;Villanueva de Castellón;7’000;614.8; 28’400 € 
46258;Villar del Arzobispo;3’580;344.3; 26’650 € 
46259;Villargordo del Cabriel;590;119.7; 22’650 € 
46260;Vinalesa;3’450;92.7; 31’700 € 
46261;Yátova;2’110;220.2; 27’100 € 
46262;Yesa, La;230;0; 28’350 € 
46263;Zarra;360;0; 18’000 € 
46902;Gátova;420;0; 19’600 € 
46903;San Antonio de Benagéber;9’510;505.4; 46’800 € 
46904;Benicull de Xúquer;1’090;219.2; 27’350 € 
47001;Adalia;50;0; 28’250 € 
47002;Aguasal;20;0; 28’250 € 
47003;Aguilar de Campos;260;0; 29’500 € 
47004;Alaejos;1’380;326.8; 24’850 € 
47005;Alcazarén;630;292.7; 25’200 € 
47006;Aldea de San Miguel;220;0; 25’650 € 
47007;Aldeamayor de San Martín;5’790;97.5; 32’050 € 
47008;Almenara de Adaja;20;0; 28’250 € 
47009;Amusquillo;100;0; 29’650 € 
47010;Arroyo de la Encomienda;20’720;320.8; 37’400 € 
47011;Ataquines;560;0; 26’250 € 
47012;Bahabón;100;0; 28’250 € 
47013;Barcial de la Loma;90;0; 28’250 € 
47014;Barruelo del Valle;50;0; 28’250 € 
47015;Becilla de Valderaduey;220;0; 24’300 € 
47016;Benafarces;70;0; 28’250 € 
47017;Bercero;200;0; 31’700 € 
47018;Berceruelo;40;0; 28’250 € 
47019;Berrueces;100;0; 28’250 € 
47020;Bobadilla del Campo;290;0; 27’250 € 
47021;Bocigas;80;0; 28’250 € 
47022;Bocos de Duero;70;0; 28’250 € 
47023;Boecillo;4’220;11.9; 44’200 € 
47024;Bolaños de Campos;280;0; 28’200 € 
47025;Brahojos de Medina;110;0; 19’500 € 
47026;Bustillo de Chaves;60;0; 28’250 € 
47027;Cabezón de Pisuerga;3’750;133.4; 29’850 € 
47028;Cabezón de Valderaduey;40;0; 28’250 € 
47029;Cabreros del Monte;60;0; 28’250 € 
47030;Campaspero;1’050;205.3; 27’900 € 
47031;Campillo, El;220;0; 26’000 € 
47032;Camporredondo;150;0; 39’500 € 
47033;Canalejas de Peñafiel;240;0; 29’600 € 
47034;Canillas de Esgueva;80;0; 28’250 € 
47035;Carpio;960;114; 22’550 € 
47036;Casasola de Arión;240;0; 23’900 € 
47037;Castrejón de Trabancos;170;0; 20’950 € 
47038;Castrillo de Duero;100;0; 29’150 € 
47039;Castrillo-Tejeriego;160;0; 25’750 € 
47040;Castrobol;50;0; 28’250 € 
47041;Castrodeza;150;0; 28’750 € 
47042;Castromembibre;50;0; 28’250 € 
47043;Castromonte;310;0; 30’150 € 
47044;Castronuevo de Esgueva;380;0; 34’900 € 
47045;Castronuño;820;117.6; 23’200 € 
47046;Castroponce;150;0; 22’200 € 
47047;Castroverde de Cerrato;200;0; 27’700 € 
47048;Ceinos de Campos;210;0; 27’150 € 
47049;Cervillego de la Cruz;80;0; 28’250 € 
47050;Cigales;5’300;161.5; 29’450 € 
47051;Ciguñuela;380;0; 29’300 € 
47052;Cistérniga;9’110;273.7; 33’250 € 
47053;Cogeces de Íscar;140;0; 25’850 € 
47054;Cogeces del Monte;640;0; 27’400 € 
47055;Corcos;200;0; 30’650 € 
47056;Corrales de Duero;110;0; 28’250 € 
47057;Cubillas de Santa Marta;350;0; 26’050 € 
47058;Cuenca de Campos;210;0; 27’150 € 
47059;Curiel de Duero;120;0; 29’450 € 
47060;Encinas de Esgueva;220;0; 28’550 € 
47061;Esguevillas de Esgueva;270;0; 30’650 € 
47062;Fombellida;170;0; 30’150 € 
47063;Fompedraza;100;0; 36’300 € 
47064;Fontihoyuelo;40;0; 28’250 € 
47065;Fresno el Viejo;850;316; 22’450 € 
47066;Fuensaldaña;2’000;0; 34’150 € 
47067;Fuente el Sol;150;0; 31’150 € 
47068;Fuente-Olmedo;30;0; 28’250 € 
47069;Gallegos de Hornija;110;0; 30’450 € 
47070;Gatón de Campos;30;0; 28’250 € 
47071;Geria;510;0; 31’550 € 
47073;Herrín de Campos;120;0; 25’500 € 
47074;Hornillos de Eresma;170;0; 27’050 € 
47075;Íscar;6’300;644.6; 28’850 € 
47076;Laguna de Duero;22’630;242.2; 34’750 € 
47077;Langayo;240;0; 28’450 € 
47078;Lomoviejo;180;0; 27’300 € 
47079;Llano de Olmedo;60;0; 28’250 € 
47080;Manzanillo;50;0; 28’250 € 
47081;Marzales;40;0; 28’250 € 
47082;Matapozuelos;1’040;239.7; 27’550 € 
47083;Matilla de los Caños;90;0; 28’250 € 
47084;Mayorga;1’470;305.9; 26’950 € 
47085;Medina del Campo;20’270;507.4; 27’150 € 
47086;Medina de Rioseco;4’550;464.2; 27’250 € 
47087;Megeces;430;115.5; 31’300 € 
47088;Melgar de Abajo;120;0; 31’200 € 
47089;Melgar de Arriba;150;0; 28’550 € 
47090;Mojados;3’310;303.8; 30’150 € 
47091;Monasterio de Vega;80;0; 28’250 € 
47092;Montealegre de Campos;100;0; 31’750 € 
47093;Montemayor de Pililla;850;586.9; 27’700 € 
47094;Moral de la Reina;150;0; 23’950 € 
47095;Moraleja de las Panaderas;50;0; 28’250 € 
47096;Morales de Campos;140;0; 35’350 € 
47097;Mota del Marqués;350;0; 29’300 € 
47098;Mucientes;640;0; 30’050 € 
47099;Mudarra, La;160;0; 37’750 € 
47100;Muriel;120;0; 20’100 € 
47101;Nava del Rey;1’970;202.7; 23’700 € 
47102;Nueva Villa de las Torres;280;0; 27’600 € 
47103;Olivares de Duero;310;0; 27’000 € 
47104;Olmedo;3’570;367.9; 28’850 € 
47105;Olmos de Esgueva;190;0; 28’600 € 
47106;Olmos de Peñafiel;50;0; 28’250 € 
47109;Palazuelo de Vedija;170;0; 23’200 € 
47110;Parrilla, La;480;0; 26’450 € 
47111;Pedraja de Portillo, La;1’120;356.5; 28’600 € 
47112;Pedrajas de San Esteban;3’330;395.6; 27’000 € 
47113;Pedrosa del Rey;150;0; 26’200 € 
47114;Peñafiel;5’070;580.5; 28’550 € 
47115;Peñaflor de Hornija;330;0; 32’100 € 
47116;Pesquera de Duero;430;230.4; 34’150 € 
47117;Piña de Esgueva;320;0; 30’550 € 
47118;Piñel de Abajo;170;0; 30’250 € 
47119;Piñel de Arriba;90;0; 28’250 € 
47121;Pollos;610;0; 22’800 € 
47122;Portillo;2’380;293.7; 30’600 € 
47123;Pozal de Gallinas;540;316.6; 27’550 € 
47124;Pozaldez;470;0; 24’650 € 
47125;Pozuelo de la Orden;40;0; 28’250 € 
47126;Puras;40;0; 28’250 € 
47127;Quintanilla de Arriba;160;0; 27’250 € 
47128;Quintanilla del Molar;60;0; 28’250 € 
47129;Quintanilla de Onésimo;1’030;127.1; 32’050 € 
47130;Quintanilla de Trigueros;110;0; 25’850 € 
47131;Rábano;170;0; 28’300 € 
47132;Ramiro;50;0; 28’250 € 
47133;Renedo de Esgueva;3’880;96; 37’600 € 
47134;Roales de Campos;160;0; 25’400 € 
47135;Robladillo;90;0; 28’250 € 
47137;Roturas;30;0; 28’250 € 
47138;Rubí de Bracamonte;220;0; 28’100 € 
47139;Rueda;1’200;257.5; 25’700 € 
47140;Saelices de Mayorga;110;0; 29’550 € 
47141;Salvador de Zapardiel;110;0; 24’350 € 
47142;San Cebrián de Mazote;120;0; 27’050 € 
47143;San Llorente;110;0; 31’350 € 
47144;San Martín de Valvení;80;0; 28’250 € 
47145;San Miguel del Arroyo;660;0; 26’950 € 
47146;San Miguel del Pino;350;285.7; 29’450 € 
47147;San Pablo de la Moraleja;110;925.9; 24’100 € 
47148;San Pedro de Latarce;460;0; 24’400 € 
47149;San Pelayo;50;0; 28’250 € 
47150;San Román de Hornija;300;0; 21’650 € 
47151;San Salvador;20;0; 28’250 € 
47152;Santa Eufemia del Arroyo;70;0; 28’250 € 
47153;Santervás de Campos;110;0; 23’700 € 
47154;Santibáñez de Valcorba;180;0; 24’550 € 
47155;Santovenia de Pisuerga;4’600;238.1; 29’500 € 
47156;San Vicente del Palacio;160;0; 24’300 € 
47157;Sardón de Duero;600;0; 25’050 € 
47158;Seca, La;1’070;73.2; 25’500 € 
47159;Serrada;1’110;108; 27’400 € 
47160;Siete Iglesias de Trabancos;430;117.1; 22’700 € 
47161;Simancas;5’320;103.5; 49’850 € 
47162;Tamariz de Campos;70;0; 28’250 € 
47163;Tiedra;290;0; 27’700 € 
47164;Tordehumos;410;0; 29’900 € 
47165;Tordesillas;8’760;402.8; 30’550 € 
47166;Torrecilla de la Abadesa;270;0; 27’550 € 
47167;Torrecilla de la Orden;240;0; 27’000 € 
47168;Torrecilla de la Torre;40;0; 28’250 € 
47169;Torre de Esgueva;70;0; 28’250 € 
47170;Torre de Peñafiel;50;0; 28’250 € 
47171;Torrelobatón;390;0; 27’950 € 
47172;Torrescárcela;170;0; 33’700 € 
47173;Traspinedo;1’150;243.7; 24’400 € 
47174;Trigueros del Valle;310;0; 25’400 € 
47175;Tudela de Duero;8’650;260.7; 30’950 € 
47176;Unión de Campos, La;220;0; 18’150 € 
47177;Urones de Castroponce;110;0; 30’950 € 
47178;Urueña;190;0; 29’400 € 
47179;Valbuena de Duero;440;0; 39’700 € 
47180;Valdearcos de la Vega;50;0; 28’250 € 
47181;Valdenebro de los Valles;190;0; 36’150 € 
47182;Valdestillas;1’610;347.2; 28’000 € 
47183;Valdunquillo;140;0; 23’550 € 
47184;Valoria la Buena;680;0; 28’850 € 
47185;Valverde de Campos;90;0; 28’250 € 
47186;Valladolid;297’780;435.2; 33’200 € 
47187;Vega de Ruiponce;80;0; 28’250 € 
47188;Vega de Valdetronco;100;0; 28’250 € 
47189;Velascálvaro;170;0; 35’350 € 
47190;Velilla;110;0; 30’750 € 
47191;Velliza;120;0; 31’050 € 
47192;Ventosa de la Cuesta;100;0; 28’250 € 
47193;Viana de Cega;2’160;138.9; 34’650 € 
47194;Viloria;350;0; 25’200 € 
47195;Villabáñez;490;0; 31’100 € 
47196;Villabaruz de Campos;30;0; 28’250 € 
47197;Villabrágima;1’040;91; 29’150 € 
47198;Villacarralón;70;0; 28’250 € 
47199;Villacid de Campos;80;0; 28’250 € 
47200;Villaco;80;0; 28’250 € 
47203;Villafrades de Campos;60;0; 28’250 € 
47204;Villafranca de Duero;270;0; 20’200 € 
47205;Villafrechós;460;0; 26’900 € 
47206;Villafuerte;90;0; 28’250 € 
47207;Villagarcía de Campos;280;0; 27’350 € 
47208;Villagómez la Nueva;60;0; 28’250 € 
47209;Villalán de Campos;40;0; 28’250 € 
47210;Villalar de los Comuneros;470;0; 35’400 € 
47211;Villalba de la Loma;50;0; 28’250 € 
47212;Villalba de los Alcores;370;0; 30’300 € 
47213;Villalbarba;110;0; 24’100 € 
47214;Villalón de Campos;1’530;91.7; 26’700 € 
47215;Villamuriel de Campos;50;0; 28’250 € 
47216;Villán de Tordesillas;120;0; 31’550 € 
47217;Villanubla;2’830;116.7; 31’000 € 
47218;Villanueva de Duero;1’230;0; 26’500 € 
47219;Villanueva de la Condesa;60;0; 28’250 € 
47220;Villanueva de los Caballeros;180;0; 30’200 € 
47221;Villanueva de los Infantes;100;0; 32’800 € 
47222;Villanueva de San Mancio;90;0; 28’250 € 
47223;Villardefrades;150;0; 23’100 € 
47224;Villarmentero de Esgueva;100;0; 29’250 € 
47225;Villasexmir;70;0; 28’250 € 
47226;Villavaquerín;160;0; 25’000 € 
47227;Villavellid;50;0; 28’250 € 
47228;Villaverde de Medina;520;0; 25’700 € 
47229;Villavicencio de los Caballeros;230;0; 26’750 € 
47230;Wamba;310;0; 32’900 € 
47231;Zaratán;6’250;240; 34’650 € 
47232;Zarza, La;120;0; 23’000 € 
48001;Abadiño;7’620;26.5; 39’450 € 
48002;Abanto y Ciérvana-Abanto Zierbena;9’440;55.2; 34’700 € 
48003;Amorebieta-Etxano;19’580;214.2; 38’700 € 
48004;Amoroto;410;0; 41’000 € 
48005;Arakaldo;160;0; 42’850 € 
48006;Arantzazu;400;0; 41’700 € 
48007;Munitibar-Arbatzegi Gerrikaitz;480;0; 32’800 € 
48008;Artzentales;730;0; 33’650 € 
48009;Arrankudiaga;990;659.3; 43’450 € 
48010;Arrieta;580;0; 45’900 € 
48011;Arrigorriaga;12’140;168.8; 36’300 € 
48012;Bakio;2’780;205; 39’700 € 
48013;Barakaldo;100’910;278.9; 32’150 € 
48014;Barrika;1’550;0; 45’650 € 
48015;Basauri;40’530;277.3; 31’200 € 
48016;Berango;7’270;424; 45’800 € 
48017;Bermeo;16’780;308.2; 31’850 € 
48018;Berriatua;1’230;105.5; 41’150 € 
48019;Berriz;4’540;171.5; 38’700 € 
48020;Bilbao;346’410;256.1; 36’700 € 
48021;Busturia;1’630;0; 35’250 € 
48022;Karrantza Harana/Valle de Carranza;2’760;244.3; 28’350 € 
48023;Artea;740;0; 44’150 € 
48024;Zeanuri;1’250;0; 42’450 € 
48025;Zeberio;1’090;0; 40’750 € 
48026;Dima;1’470;67.9; 41’900 € 
48027;Durango;29’940;360.1; 42’650 € 
48028;Ea;820;0; 31’900 € 
48029;Etxebarri;11’660;140.9; 37’950 € 
48030;Etxebarria;790;0; 41’050 € 
48031;Elantxobe;340;0; 25’250 € 
48032;Elorrio;7’380;164.4; 40’100 € 
48033;Ereño;260;0; 41’350 € 
48034;Ermua;15’790;214.2; 34’750 € 
48035;Fruiz;550;0; 39’150 € 
48036;Galdakao;29’400;328.8; 38’750 € 
48037;Galdames;840;0; 33’800 € 
48038;Gamiz-Fika;1’390;0; 51’350 € 
48039;Garai;330;0; 63’850 € 
48040;Gatika;1’670;0; 45’450 € 
48041;Gautegiz Arteaga;850;0; 42’750 € 
48042;Gordexola;1’720;92.9; 42’250 € 
48043;Gorliz;6’020;366.9; 41’850 € 
48044;Getxo;77’140;183.6; 50’900 € 
48045;Güeñes;6’700;114.6; 33’300 € 
48046;Gernika-Lumo;17’090;430; 36’450 € 
48047;Gizaburuaga;200;0; 42’850 € 
48048;Ibarrangelu;670;0; 40’250 € 
48049;Ispaster;750;0; 38’700 € 
48050;Izurtza;240;0; 83’400 € 
48051;Lanestosa;260;0; 25’500 € 
48052;Larrabetzu;2’080;48.1; 41’250 € 
48053;Laukiz;1’240;0; 59’200 € 
48054;Leioa;32’190;196.1; 40’450 € 
48055;Lemoa;3’490;109.8; 34’600 € 
48056;Lemoiz;1’300;0; 41’700 € 
48057;Lekeitio;7’270;228.7; 34’400 € 
48058;Mallabia;1’170;36.7; 45’500 € 
48059;Mañaria;520;0; 39’550 € 
48060;Markina-Xemein;5’070;195; 39’000 € 
48061;Maruri-Jatabe;990;0; 49’850 € 
48062;Mendata;380;0; 41’300 € 
48063;Mendexa;420;0; 40’750 € 
48064;Meñaka;750;0; 51’000 € 
48065;Ugao-Miraballes;4’110;177.9; 34’150 € 
48066;Morga;410;0; 39’800 € 
48067;Muxika;1’470;0; 41’650 € 
48068;Mundaka;1’860;139.6; 36’550 € 
48069;Mungia;17’700;358.5; 45’700 € 
48070;Aulesti;650;0; 38’700 € 
48071;Muskiz;7’430;250.4; 36’150 € 
48072;Otxandio;1’360;0; 35’900 € 
48073;Ondarroa;8’330;164.5; 34’550 € 
48074;Urduña/Orduña;4’200;136.5; 32’950 € 
48075;Orozko;2’660;113.6; 38’050 € 
48076;Sukarrieta;370;0; 41’050 € 
48077;Plentzia;4’420;197.2; 41’100 € 
48078;Portugalete;45’290;282.4; 33’200 € 
48079;Errigoiti;490;0; 37’250 € 
48080;Valle de Trápaga-Trapagaran;11’910;211; 33’250 € 
48081;Lezama;2’450;44.8; 46’950 € 
48082;Santurtzi;46’090;264.1; 32’150 € 
48083;Ortuella;8’380;143.7; 31’400 € 
48084;Sestao;27’340;1252.4; 28’750 € 
48085;Sopela;14’280;161.2; 42’900 € 
48086;Sopuerta;2’640;0; 34’550 € 
48087;Trucios-Turtzioz;500;139.4; 30’150 € 
48088;Ubide;160;0; 29’950 € 
48089;Urduliz;5’030;388; 42’450 € 
48090;Balmaseda;7’650;185.3; 31’100 € 
48091;Atxondo;1’370;0; 41’050 € 
48092;Bedia;1’080;0; 36’500 € 
48093;Areatza;1’270;86.5; 33’950 € 
48094;Igorre;4’310;264.5; 36’250 € 
48095;Zaldibar;3’040;0; 37’600 € 
48096;Zalla;8’420;110.7; 36’050 € 
48097;Zaratamo;1’650;0; 35’500 € 
48901;Derio;6’780;209.9; 38’550 € 
48902;Erandio;24’490;833.4; 31’950 € 
48903;Loiu;2’360;0; 47’700 € 
48904;Sondika;4’560;272.7; 42’500 € 
48905;Zamudio;3’280;91.5; 37’500 € 
48906;Forua;910;814.3; 40’900 € 
48907;Kortezubi;440;0; 45’250 € 
48908;Murueta;320;0; 53’100 € 
48909;Nabarniz;270;0; 39’050 € 
48910;Iurreta;3’700;1183.2; 36’550 € 
